,country,article_name,revision_id,article_quality_est,population
19791,Turkey,Ali Müfit Gürtuna,783310698,Stub,83737000.0
19792,Kazakhstan,Marat Aldangorovich Sarsembaev,783314926,C,18732000.0
19793,Taiwan,Ma Wen-chun,783316423,Stub,23610000.0
19794,Kazakhstan,Rashid Nugmanov,783316831,Start,18732000.0
19795,Fiji,Perumal Mupnar,783319021,Stub,896000.0
19796,Norway,Karin Stoltenberg,783319052,Start,5387000.0
19797,Iran,Mohammad Mohammadi Gilani,783321209,Stub,84150000.0
19798,Afghanistan,Mohammad Shakir Kargar,783321773,Stub,38928000.0
19799,Ghana,"MPs elected in the Ghanaian parliamentary election, 1996",783324927,Start,31073000.0
19800,France,Marc-René de Voyer de Paulmy d'Argenson (1652–1721),783325106,C,64940000.0
19801,Bulgaria,Georgi Veselinov – Zograf,783327355,Start,6927000.0
19802,Colombia,Carlos Toledo Plata,783329102,Start,49444000.0
19803,United Kingdom,Churchill: The End of Glory,783330634,Stub,67160000.0
19804,Azerbaijan,Maleyka Abbaszadeh,783331505,Start,10108000.0
19805,Turkey,Gültekin Uysal,783338437,Stub,83737000.0
19806,Armenia,Alexander Khatisian,783339002,Start,2956000.0
19807,Belgium,Marc Otte,783339337,Stub,11515000.0
19808,Iran,Mohsen Mojtahed Shabestari,783341438,Start,84150000.0
19809,Cyprus,İrsen Küçük,783341860,Stub,1207000.0
19810,Austria,Citizens' Ministry,783342247,C,8914000.0
19811,China,Wu Junsheng,783342429,Stub,1402385000.0
19812,Taiwan,Tina Pan,783345202,C,23610000.0
19813,Taiwan,Han Kuo-yu,783346239,Start,23610000.0
19814,Iran,Hossein Kohkan,783347744,Start,84150000.0
19815,Sweden,Claës Palme,783347992,Stub,10377000.0
19816,Pakistan,Nawabzada Gazanfar Ali Gul,783348142,Start,220940000.0
19817,Guadeloupe,Marcel Gargar,783350704,Stub,375000.0
19818,Germany,Jean Baptista von Schweitzer,783352077,Start,83300000.0
19819,Congo,Marcel Moufouma-Okia,783353168,Start,5518000.0
19820,Madagascar,Marcel Ranjeva,783353817,Stub,27691000.0
19821,United Kingdom,Cyril Carr,783354060,Stub,67160000.0
19823,Luxembourg,Marcel Sauber,783354605,Start,632000.0
19824,Austria,Count Manfred von Clary-Aldringen,783357588,C,8914000.0
19825,China,Xiao Zuoxin,783357679,Stub,1402385000.0
19827,Nigeria,Smart Adeyemi,783362770,Start,206140000.0
19828,Lithuania,Arvydas Juozaitis,783363064,Stub,2794000.0
19829,Argentina,Marcelo Fuentes,783363675,Stub,45377000.0
19830,Iran,Noraladin Pirmoazzen,783364407,Stub,84150000.0
19831,Estonia,Hjalmar Mäe,783366588,Stub,1331000.0
19833,Belgium,Werner van den Steen de Jehay,783374663,Stub,11515000.0
19834,Madagascar,Gilbert Annette,783375076,Stub,27691000.0
19835,Hungary,András Fáy,783376965,Start,9767000.0
19836,Canada,3rd Canadian Ministry,783380619,Start,38190000.0
19837,Canada,1st Canadian Ministry,783380740,Start,38190000.0
19838,Canada,2nd Canadian Ministry,783380794,Start,38190000.0
19839,Canada,4th Canadian Ministry,783380859,Start,38190000.0
19840,Canada,5th Canadian Ministry,783380895,Stub,38190000.0
19841,Canada,6th Canadian Ministry,783380933,Stub,38190000.0
19842,Canada,7th Canadian Ministry,783380988,Start,38190000.0
19843,Canada,8th Canadian Ministry,783381017,Start,38190000.0
19844,Canada,9th Canadian Ministry,783381068,Start,38190000.0
19845,Japan,Shozo Majima,783381190,Stub,125967000.0
19846,Canada,11th Canadian Ministry,783381234,Start,38190000.0
19847,Canada,12th Canadian Ministry,783381298,Start,38190000.0
19848,Canada,13th Canadian Ministry,783381341,Start,38190000.0
19849,Canada,15th Canadian Ministry,783381425,Start,38190000.0
19850,Canada,16th Canadian Ministry,783381457,Start,38190000.0
19851,Canada,17th Canadian Ministry,783381498,Start,38190000.0
19852,Canada,18th Canadian Ministry,783381525,Start,38190000.0
19853,Canada,19th Canadian Ministry,783381573,Start,38190000.0
19854,Canada,22nd Canadian Ministry,783381714,Start,38190000.0
19855,Canada,24th Canadian Ministry,783381797,Stub,38190000.0
19856,Canada,26th Canadian Ministry,783381925,B,38190000.0
19857,Canada,27th Canadian Ministry,783381990,B,38190000.0
19858,Canada,28th Canadian Ministry,783382043,C,38190000.0
19859,Italy,Marco Fedi,783384312,Stub,60296000.0
19860,Canada,10th Canadian Ministry,783385197,Start,38190000.0
19861,Japan,Takeshi Miyamoto,783386543,Stub,125967000.0
19862,Italy,Marco Reguzzoni,783388567,Start,60296000.0
19863,Luxembourg,Marco Schank,783389300,Stub,632000.0
19864,Iran,Shahrokh Sultan Zanganeh,783390350,Stub,84150000.0
19865,Brazil,"Marcos Antônio de Araújo, 2nd Baron of Itajubá",783392814,Stub,211812000.0
19866,Ecuador,List of Presidents of the National Assembly of Ecuador,783399199,Stub,17511000.0
19867,Canada,Samuel Street,783405075,Stub,38190000.0
19868,Canada,George Denison (Canadian politician),783405405,Stub,38190000.0
19869,Canada,Joseph Laporte,783406498,Stub,38190000.0
19870,Canada,John McDonald (1787–1860),783406951,Stub,38190000.0
19871,Canada,Henry John Caldwell,783408259,Stub,38190000.0
19872,United States,Margaret D. Tutwiler,783419710,Start,329878000.0
19873,Romania,Vasile Duță,783419899,Stub,19241000.0
19874,Zimbabwe,Margaret Dongo,783419906,Start,14863000.0
19875,Canada,Margaret Mary Macdonald,783423815,Stub,38190000.0
19876,Namibia,Margaret Mensah-Williams,783424239,Start,2541000.0
19877,Malawi,Margaret Roka Mauwa,783425867,Stub,19130000.0
19878,China,Sun Huaishan,783428726,Start,1402385000.0
19879,China,Song Lin,783429088,C,1402385000.0
19880,Costa Rica,Margarita Penón,783430480,Stub,5111000.0
19881,Iran,Seyyed Ali Riaz,783431530,Stub,84150000.0
19882,Germany,Julius von Mirbach,783432695,Stub,83300000.0
19883,Kenya,Nderitu Gachagua,783433028,Stub,53528000.0
19884,Turkey,Haşim İşcan,783434948,Start,83737000.0
19885,Estonia,Margus Hanson,783438473,Stub,1331000.0
19886,Sierra Leone,Maigore Kallon,783438483,Start,7977000.0
19887,United States,Mari Maseng Will,783439515,Start,329878000.0
19888,Taiwan,Hsu Chun-yat,783440162,Start,23610000.0
19889,Sweden,Agda Rössel,783443340,C,10377000.0
19890,Russia,Ivan Vyshnegradsky,783446830,Start,146733000.0
19891,Ireland,Patrick McKee,783448411,Start,5003000.0
19892,Uganda,Maria Kiwanuka,783449036,Start,45741000.0
19893,Iran,Hamid Reza Chitgar,783449396,Start,84150000.0
19894,Jamaica,Clifford Campbell,783453531,Start,2809000.0
19895,Russia,Maria Sergeyeva,783454472,Start,146733000.0
19896,Poland,Maria Szyszkowska,783455479,Start,38368000.0
19897,Portugal,Maria de Lurdes Rodrigues,783457288,Start,10255000.0
19898,Benin,Mariam Aladji Boni Diallo,783459085,Stub,12209000.0
19899,Tanzania,Tulia Ackson,783462162,Start,59734000.0
19900,Luxembourg,Jeannot Krecké,783463317,Stub,632000.0
19901,Denmark,Marianne Karlsmose,783468540,Stub,5829000.0
19902,Ukraine,Victor Oleksiyovych Boiko,783469185,Start,41778000.0
19903,Ghana,E. M. Osei-Wusu,783469347,Stub,31073000.0
19904,Bolivia,Hector Borda Leaño,783471753,Start,11633000.0
19906,Mexico,Mariano Riva Palacio,783472877,Stub,127792000.0
19907,Iran,Mohammad-Kazem Anbarlouei,783473697,Stub,84150000.0
19908,France,Marie-Christine Arnautu,783477649,Stub,64940000.0
19909,United States,Deborah McFadden,783479486,Start,329878000.0
19910,Germany,Ludwig Scholz,783481889,Stub,83300000.0
19911,Latvia,Max Lazerson,783482015,Stub,1902000.0
19912,Sierra Leone,Momodu Koroma,783486983,Stub,7977000.0
19913,Sierra Leone,Abdul Karim Koroma,783487432,Stub,7977000.0
19914,Sierra Leone,Mohamed Lamin Kamara,783488194,Stub,7977000.0
19915,Sierra Leone,Karefa Kargbo,783488273,Stub,7977000.0
19916,Sierra Leone,Alusine Fofanah,783488489,Stub,7977000.0
19917,Sierra Leone,Shirley Gbujama,783488579,Start,7977000.0
19918,Sierra Leone,Alimamy Pallo Bangura,783488640,Start,7977000.0
19919,United States,Torrey Westrom,783489667,Start,329878000.0
19920,Israel,Moshe Flimann,783496449,Start,9216000.0
19921,Croatia,Marija Lugarić,783497022,Stub,4020000.0
19922,Sweden,Else-Marie Lindgren,783498374,Stub,10377000.0
19923,Finland,List of Chairpersons of the Sami Parliament of Sweden,783500239,Stub,5529000.0
19924,Estonia,Viktor Kingissepp,783501424,Start,1331000.0
19925,Canada,Marilyn Bodogh,783503058,Start,38190000.0
19926,India,Sukhdev Rajbhar,783505381,Stub,1400100000.0
19927,Myanmar,Khin Kyi,783505886,GA,54704000.0
19928,Myanmar,Sanda Min,783506010,Stub,54704000.0
19929,United Kingdom,Marina Baker,783510155,C,67160000.0
19930,"Korea, North",So Man-sul,783510620,C,25779000.0
19931,Luxembourg,Émile Colling,783511097,Stub,632000.0
19932,China,Ma Mingfang,783511207,Stub,1402385000.0
19933,Morocco,Maati Bouabid,783511832,Stub,35952000.0
19934,Malaysia,Ismail Omar Abdul Aziz,783514171,Stub,32781000.0
19935,Argentina,Marina Riofrío,783514617,Stub,45377000.0
19936,Nauru,Lyn-Wannan Kam,783524054,Stub,11000.0
19937,Belarus,Lyavon Barshchewski,783525567,Stub,9375000.0
19938,Canada,Louis-Mathias Auger,783527330,Start,38190000.0
19939,Argentina,Mario Agodino,783532215,Stub,45377000.0
19940,Peru,Mario Alegría,783532378,Stub,32824000.0
19942,Italy,Mario Beccaria,783533626,Stub,60296000.0
19943,Argentina,Mario Bravo,783534154,Start,45377000.0
19945,Italy,Mario Catania,783534851,Stub,60296000.0
19946,Latvia,Egils Levits,783534880,Stub,1902000.0
19947,Argentina,Mario Cimadevilla,783535084,Stub,45377000.0
19949,Argentina,César Augusto Guzzetti,783541183,Stub,45377000.0
19950,United Kingdom,Rene Claudel Mugenzi,783541500,C,67160000.0
19951,Italy,Mario Zotta,783545303,Stub,60296000.0
19952,France,Jean-Baptiste Bienvenu-Martin,783546348,Start,64940000.0
19953,Philippines,Marion Andres,783546506,Stub,109581000.0
19954,France,Pierre Broussel,783546608,Stub,64940000.0
19955,Sierra Leone,Constance Cummings-John,783550013,C,7977000.0
19956,Romania,Constantin Popescu,783550852,Stub,19241000.0
19957,Australia,Marion Reilly,783551570,Start,25754000.0
19958,Romania,Tancred Constantinescu,783551598,Stub,19241000.0
19959,Peru,Kenji Fujimori,783551683,Start,32824000.0
19960,Australia,Marion Scrymgour,783551868,C,25754000.0
19961,Italy,Marisa Abbondanzieri,783553798,Stub,60296000.0
19962,Dominican Republic,Hugo Tolentino Dipp,783560337,C,10500000.0
19963,Maldives,Mariya Ahmed Didi,783562942,Start,541000.0
19964,Netherlands,Mariëtte Hamer,783563916,Start,17467000.0
19965,France,André Frédéric Hartmann,783564312,Stub,64940000.0
19966,Netherlands,Marja van der Tas,783564363,Stub,17467000.0
19967,Pakistan,Haji Ghulam Rabbani,783565671,Stub,220940000.0
19968,Maldives,Thoriq Ibrahim,783567772,Stub,541000.0
19969,Pakistan,Zafar Ahmed Ansari,783575909,Stub,220940000.0
19970,United States,Mark Dudzic,783579413,Stub,329878000.0
19971,Australia,Harry Massey,783580577,Stub,25754000.0
19972,China,Xiong Xiling,783588346,Stub,1402385000.0
19973,Kuwait,Abdullah II Al-Sabah,783592151,Start,4691000.0
19974,Solomon Islands,Mark Kemakeza,783592279,Start,715000.0
19975,Kuwait,Jaber II Al-Sabah,783592286,Stub,4691000.0
19976,Kuwait,Saad Al-Salim Al-Sabah,783592749,C,4691000.0
19977,Niger,Barcourgné Courmo,783597234,Start,24189000.0
19978,India,Qudsia Begum,783597538,Start,1400100000.0
19979,Ghana,Charlotte Osei,783601280,Start,31073000.0
19980,Germany,Georg Cracow,783602258,Start,83300000.0
19981,Lithuania,Mark Natanson,783602298,C,2794000.0
19982,France,Michel Craplet,783604669,Stub,64940000.0
19983,Spain,Jorge Cortell,783605340,C,47635000.0
19984,Australia,Mark Pearson (politician),783605831,Start,25754000.0
19985,Australia,James Laidley,783606376,Stub,25754000.0
19986,Greece,Marika Mitsotakis,783607720,C,10700000.0
19987,Vanuatu,Willie Jimmy,783609693,Start,321000.0
19988,United States,Mark Sanchez (politician),783612516,C,329878000.0
19989,Syria,Issam Bagdi,783616524,Stub,19398000.0
19990,India,P. K. Banerjee (Indian diplomat),783625963,Stub,1400100000.0
19991,Tunisia,Souhayr Belhassen,783627426,Stub,11896000.0
19992,Hungary,Mihály Csáky,783630095,C,9767000.0
19993,Spain,Beatriz de la Cueva,783634233,C,47635000.0
19994,China,Cui Yuan (Han dynasty),783634397,Start,1402385000.0
19995,Italy,Ettore Beggiato,783635394,Start,60296000.0
19996,Zimbabwe,Sekai Holland,783637102,C,14863000.0
19997,Iceland,Valgerður Gunnarsdóttir,783637374,Stub,368000.0
19998,Bosnia-Herzegovina,Semiha Borovac,783637444,Start,3281000.0
19999,United Kingdom,"Jane Birdwood, Baroness Birdwood",783639241,C,67160000.0
20000,Thailand,Rosana Tositrakul,783640269,Start,66534000.0
20001,Angola,Eugenio Manuvakola,783640980,Stub,32522000.0
20002,Iceland,Sigrún Magnúsdóttir,783641089,Stub,368000.0
20003,Iceland,Valgerður Bjarnadóttir,783642033,Stub,368000.0
20004,Iceland,Sigríður Ingibjörg Ingadóttir,783642555,Stub,368000.0
20005,Iceland,Pétur Blöndal,783642643,Stub,368000.0
20006,Ireland,Seán Cunningham,783642748,Stub,5003000.0
20007,Iceland,Róbert Marshall,783642808,Stub,368000.0
20008,Iceland,Helgi Hjörvar,783643268,Stub,368000.0
20009,Iceland,Ragnheiður Elín Árnadóttir,783644611,Stub,368000.0
20010,Iceland,Ragnheiður Ríkharðsdóttir,783646775,Stub,368000.0
20011,Iceland,Katrín Júlíusdóttir,783649104,Stub,368000.0
20012,Iceland,Elín Hirst,783649903,Stub,368000.0
20013,Iceland,Bjarkey Gunnarsdóttir,783650645,Stub,368000.0
20014,Russia,Mikhail Men,783654244,Start,146733000.0
20015,Iceland,Markús Örn Antonsson,783655240,Stub,368000.0
20016,Nigeria,Anna Mghwira,783656407,Start,206140000.0
20017,Jamaica,Marlene Malahoo Forte,783659386,Start,2809000.0
20018,Nauru,Marlene Moses,783659435,Start,11000.0
20019,Namibia,Marlene Mungunda,783659445,Stub,2541000.0
20020,Poland,Jerzy Czeszejko-Sochacki,783662183,Start,38368000.0
20021,Chile,Marmaduke Grove,783665542,Start,19470000.0
20022,Netherlands,P. F. Dahler,783667744,C,17467000.0
20023,Brazil,Rui Falcão,783668645,Stub,211812000.0
20024,Jordan,Marouf al-Bakhit,783675339,Start,10679000.0
20025,Peru,Federico Villarreal,783675355,Stub,32824000.0
20027,Burundi,Hafsa Mossi,783682224,Start,11866000.0
20028,Malaysia,Najwan Halimi,783682344,C,32781000.0
20029,Togo,Germaine Kouméalo Anaté,783682459,Stub,8279000.0
20030,Gabon,Jean-Boniface Assélé,783684627,C,2231000.0
20031,France,Paul-Henri-Benjamin d'Estournelles de Constant,783685480,Start,64940000.0
20032,Benin,Louis Hunkanrin,783690842,C,12209000.0
20033,Benin,Paul Hazoumé,783690867,Start,12209000.0
20034,Benin,Zul Kifl Salami,783691429,Stub,12209000.0
20035,Benin,Albert Tévoédjrè,783691464,C,12209000.0
20036,Spain,Bonaventura Carles Aribau,783694683,Stub,47635000.0
20037,Canada,Granville Anderson,783695617,Start,38190000.0
20038,Sweden,Klas Pontus Arnoldson,783696632,Stub,10377000.0
20039,Benin,Abdoulaye Bio Tchané,783696929,Start,12209000.0
20040,Denmark,Poul Møller,783697738,Stub,5829000.0
20041,Bulgaria,Carol Telbisz,783698913,Start,6927000.0
20042,Australia,John Della Bosca,783703342,C,25754000.0
20043,Taiwan,Chen Kuang-fu,783705327,Start,23610000.0
20044,Togo,Léopold Gnininvi,783706587,C,8279000.0
20045,New Zealand,Owen Jennings,783709214,Start,4987000.0
20046,Paraguay,Marta Lafuente,783710494,Stub,7255000.0
20048,Taiwan,Kang Shih-ju,783712458,Stub,23610000.0
20049,Taiwan,Hsu Hsin-ying,783712551,Start,23610000.0
20050,Mexico,Martha Hilda González Calderón,783714984,C,127792000.0
20051,Peru,Martha Hildebrandt,783715022,C,32824000.0
20052,Afghanistan,Mahbob-U-lah Koshani,783717361,Stub,38928000.0
20053,China,Zeng Gong,783719112,Start,1402385000.0
20054,Congo,Martial Mathieu Kani,783719685,Start,5518000.0
20055,Australia,Jack Paff,783720378,Stub,25754000.0
20056,Nigeria,Martin Elechi,783728193,Stub,206140000.0
20057,Slovakia,Martin Fedor,783728475,Start,5462000.0
20058,Solomon Islands,Martin Magga,783737431,Start,715000.0
20060,Nigeria,James Ocholi,783737928,Stub,206140000.0
20061,Kenya,Martin Otieno Ogindo,783739335,Stub,53528000.0
20062,Ireland,Martin Ryan,783741896,Stub,5003000.0
20063,Solomon Islands,Martin Sopage,783743492,Start,715000.0
20064,Bahrain,Nada Haffadh,783745282,Start,1465000.0
20066,Central African Republic,Martin Ziguélé,783747259,B,4830000.0
20067,Qatar,Jassim bin Muhammed bin Jassim Al Thani,783748276,Stub,2839000.0
20068,Germany,Martina Bunge,783748681,Stub,83300000.0
20069,Turkey,Cavit Şadi Pehlivanoğlu,783751416,Stub,83737000.0
20070,Netherlands,Marjolein Faber,783751642,Stub,17467000.0
20071,Ghana,Philemon Quaye,783751719,Stub,31073000.0
20072,Iran,Fazlollah Mousavi,783758324,Stub,84150000.0
20073,United Kingdom,Anthony Reed Herbert,783758842,Start,67160000.0
20074,Canada,Susan Leblanc,783759655,Start,38190000.0
20075,Egypt,Mohamed Fawzi (general),783760275,C,100803000.0
20076,United Kingdom,Jay Lee,783760576,Start,67160000.0
20077,Spain,Antonio Cabral de Melo,783763497,Start,47635000.0
20078,Burkina Faso,Saye Zerbo,783766345,Start,20903000.0
20079,Albania,Nasip Naço,783767908,Start,2838000.0
20080,Spain,Miguel de Riglos Bástida,783768110,Start,47635000.0
20081,Albania,Genc Ruli,783768403,Stub,2838000.0
20082,Albania,Eduard Halimi,783769001,Start,2838000.0
20083,Albania,Enkelejd Alibeaj,783769131,Stub,2838000.0
20084,Albania,Igli Cara,783776796,Stub,2838000.0
20085,Albania,Parid Cara,783776831,Stub,2838000.0
20086,United Kingdom,Neil Francis Hawkins,783779054,C,67160000.0
20087,Belgium,Dirk Van der Maelen,783781238,Stub,11515000.0
20088,Iceland,Svandís Svavarsdóttir,783787691,Stub,368000.0
20089,India,Political families of Andhra Pradesh,783796404,Start,1400100000.0
20090,Philippines,Jose Sering,783796487,Stub,109581000.0
20091,Qatar,Mohammed Saleh Al Sada,783797305,Start,2839000.0
20092,South Africa,Mary Fitzgerald (trade unionist),783801323,Stub,59628000.0
20093,Croatia,Nadan Vidošević,783802982,Start,4020000.0
20094,Iran,Hossein Tala,783806294,Stub,84150000.0
20095,Sri Lanka,Mary Kamala Gunaseelan,783808532,Start,21937000.0
20096,Albania,Luan Skuqi,783811255,Stub,2838000.0
20097,Moldova,Sergei Stepanov (politician),783812668,Stub,3535000.0
20098,Sierra Leone,Mary Musa,783816690,Start,7977000.0
20099,Australia,Matt McEachan,783817818,Stub,25754000.0
20100,"Korea, South",Park Cha-jeong,783818556,Stub,51781000.0
20101,United States,Paul Babeu,783821571,GA,329878000.0
20103,China,Cheung Hon-chung,783822661,Stub,1402385000.0
20104,China,Chan Wing-chan,783825005,Stub,1402385000.0
20105,China,Ngan Kam-chuen,783825434,Stub,1402385000.0
20106,Moldova,Petr Tomaily,783825643,Stub,3535000.0
20107,China,Preparatory Committee for the Hong Kong Special Administrative Region,783825954,Stub,1402385000.0
20108,China,Selection Committee,783826194,Start,1402385000.0
20109,Taiwan,Lin Pin-kuan,783826541,Start,23610000.0
20110,China,Ji Pengfei,783826877,Start,1402385000.0
20111,China,Qiao Guanhua,783827175,Start,1402385000.0
20112,China,Huang Hua,783827253,C,1402385000.0
20113,China,Wu Xueqian,783827315,Stub,1402385000.0
20114,China,Qian Qichen,783827437,GA,1402385000.0
20115,China,Tang Jiaxuan,783827526,Start,1402385000.0
20116,China,Li Zhaoxing,783827582,Start,1402385000.0
20117,Ireland,Mary Whelan,783828119,Start,5003000.0
20118,Tanzania,Michael Laizer,783828906,Stub,59734000.0
20119,China,List of vice premiers of the People's Republic of China,783830457,Start,1402385000.0
20120,China,Tai Chin-wah,783832246,Start,1402385000.0
20121,South Africa,Owen Horwood,783832708,Start,59628000.0
20122,Nigeria,Clement Isong,783833481,C,206140000.0
20123,Tunisia,Slaheddine Baccouche,783833655,Stub,11896000.0
20124,Myanmar,Vice-President of Myanmar,783835938,Start,54704000.0
20125,Moldova,Oleg Gudymo,783844072,Stub,3535000.0
20126,Spain,Benito Ruíz de Salazar Vallecilla,783844079,Start,47635000.0
20127,Ecuador,María Eugenia Cordovez,783846441,Stub,17511000.0
20128,Brazil,Delcídio do Amaral,783847796,Stub,211812000.0
20129,Argentina,María Rosa Díaz,783850372,Start,45377000.0
20131,Jamaica,Roger Clarke (politician),783854836,Stub,2809000.0
20132,Liberia,William D. Coleman (politician),783861043,C,5058000.0
20133,China,Sun Hongzhi,783875351,Start,1402385000.0
20134,China,Duke Li of Qi,783876460,Stub,1402385000.0
20135,China,Marquis Ai of Jin,783876519,Stub,1402385000.0
20136,China,Shang Shu (Jin),783876675,Stub,1402385000.0
20137,China,Marquis Xiao of Jin,783876703,Stub,1402385000.0
20138,China,Marquis Xiaozi of Jin,783876729,Stub,1402385000.0
20139,China,Chuzi I,783876902,Stub,1402385000.0
20140,China,Du'ao,783876927,Stub,1402385000.0
20141,China,Duke Huai of Jin,783876964,Start,1402385000.0
20142,China,Wuzhi (Qi),783877042,Start,1402385000.0
20143,China,Duke Xiang of Qi,783877101,C,1402385000.0
20144,China,King Dao of Zhou,783877286,Stub,1402385000.0
20145,China,Jia'ao,783877369,Stub,1402385000.0
20146,China,Duke Zhuang II of Qi,783877421,Start,1402385000.0
20147,China,An Ruzi,783877487,Start,1402385000.0
20148,China,Duke Dao of Qi,783877535,B,1402385000.0
20149,China,Duke Jian of Qi,783877570,Start,1402385000.0
20150,China,King Sheng of Chu,783877629,Stub,1402385000.0
20151,China,King Si of Zhou,783877655,Stub,1402385000.0
20152,China,Duke You of Jin,783877819,Stub,1402385000.0
20153,China,Chuzi II,783877994,Start,1402385000.0
20154,China,"Yan, Marquis of Tian",783878215,Start,1402385000.0
20155,China,King Min of Qi,783878517,C,1402385000.0
20156,Ireland,Anne Ferris,783878573,Stub,5003000.0
20157,China,Marquis Zhao of Jin,783880703,Stub,1402385000.0
20158,Canada,Selim Franklin,783880928,C,38190000.0
20159,Italy,Bartolomeo II della Scala,783889378,Stub,60296000.0
20160,Iran,Akbar A'lami,783892617,Stub,84150000.0
20161,Iran,Meysam Saeidi,783892943,Stub,84150000.0
20162,Tajikistan,List of leaders of Tajikistan,783896246,Start,9429000.0
20163,Afghanistan,Mohammad Khan (athlete),783898506,Stub,38928000.0
20164,Ireland,Joe B. O'Hagan,783902674,Stub,5003000.0
20165,France,Paul Copin-Albancelli,783903065,Start,64940000.0
20166,Luxembourg,Nicolas Mosar,783904793,Stub,632000.0
20168,Turkey,İlter Türkmen,783909091,Start,83737000.0
20169,Nigeria,Mas’ud El-Jibril,783912480,Stub,206140000.0
20170,Canada,Daniel Christmas,783918316,Stub,38190000.0
20171,Canada,Wanda Thomas Bernard,783918538,Start,38190000.0
20172,Zimbabwe,George Chiweshe,783919896,Start,14863000.0
20173,China,Wang Xizhi,783926637,Start,1402385000.0
20174,Moldova,Ion Constantin Ciobanu,783931645,Start,3535000.0
20175,Moldova,Romulus Cioflec,783931647,Start,3535000.0
20176,Moldova,Emanuil Gavriliță,783931667,Stub,3535000.0
20177,Moldova,Gheorghe Malarciuc,783931678,Start,3535000.0
20178,Moldova,Andrei Lupan,783931681,Start,3535000.0
20179,Russia,Constantin Stamati-Ciurea,783931700,Start,146733000.0
20180,Moldova,Iustin Frățiman,783931709,Start,3535000.0
20181,Colombia,Norman Maurice Armitage,783933179,Start,49444000.0
20182,Namibia,Matheus Shikongo,783936425,Stub,2541000.0
20183,Congo,Mathias Dzon,783939405,C,5518000.0
20184,Netherlands,Theodorus van Kooten,783943416,Stub,17467000.0
20185,Netherlands,Aad Nuis,783943524,Start,17467000.0
20186,Germany,Johann Hinkel,783944989,Stub,83300000.0
20187,Japan,Nobuko Motomura,783945427,Stub,125967000.0
20188,United Kingdom,Mike Smithson (politics),783945730,Start,67160000.0
20189,Malta,Myriam Spiteri Debono,783946610,Stub,522000.0
20190,Benin,Mathurin Nago,783947469,Start,12209000.0
20191,Azerbaijan,Nurali Yusifbayli,783952413,Start,10108000.0
20192,Argentina,Mario Menéndez,783952466,B,45377000.0
20194,Nigeria,Ikuinyi O. Ibani,783959501,Stub,206140000.0
20195,United Kingdom,Matt Baker (footballer),783965605,Start,67160000.0
20196,Argentina,Mariano Recalde,783973105,Stub,45377000.0
20197,France,César Campinchi,783975863,Start,64940000.0
20198,Romania,Mihai Antonescu,783982257,Start,19241000.0
20199,Belgium,Jules Renkin,783985213,Start,11515000.0
20200,Canada,Andrew Archibald Macdonald,783986759,Start,38190000.0
20201,Lithuania,Julius Brutzkus,783987825,Start,2794000.0
20202,Turkey,Nizamettin Taş,784003606,Stub,83737000.0
20203,Italy,Matteo Agosta,784003818,Stub,60296000.0
20204,Nigeria,Bala Mohammed,784005120,Start,206140000.0
20205,Spain,Guillermo Ross,784012392,Start,47635000.0
20206,Kyrgyzstan,Dastan Sarygulov,784025783,Start,6594000.0
20207,Nigeria,Matthew Mbu Junior,784026624,Start,206140000.0
20208,Spain,Francisco de Merlo,784035404,Start,47635000.0
20209,Belgium,Matthias Diependaele,784036432,Stub,11515000.0
20210,Spain,Ñuño Fernández Lobo,784040042,Stub,47635000.0
20211,Sierra Leone,J. B. Dauda,784041744,Start,7977000.0
20212,Vietnam,Jean-Marie Dayot,784045078,Start,96209000.0
20213,Italy,Renzo De Felice,784047394,Start,60296000.0
20215,Philippines,Francisco Tatad,784051017,C,109581000.0
20217,Bangladesh,Maulana Shakhawat,784052783,Stub,169809000.0
20218,Lithuania,Marcelė Kubiliūtė,784053540,Stub,2794000.0
20219,Germany,Konstantin von Notz,784057010,Start,83300000.0
20220,South Africa,Maurice Freeman,784060351,Stub,59628000.0
20221,Canada,Maurice Spector,784066286,C,38190000.0
20222,Nigeria,Mohammed Saleh,784066388,Start,206140000.0
20223,Angola,António Dembo,784078878,Start,32522000.0
20224,Russia,Igor Demidov,784079727,Stub,146733000.0
20225,Ghana,Mavis Ama Frimpong,784081591,Stub,31073000.0
20226,India,Mahipal Shastri,784082773,Stub,1400100000.0
20227,United Kingdom,John Kotz (politician),784087879,Stub,67160000.0
20228,Germany,Karl Weber (German politician),784092463,Stub,83300000.0
20229,China,Fuk'anggan,784097602,Start,1402385000.0
20230,Lebanon,Wajdi Mallat,784097856,C,6825000.0
20231,Lebanon,Anwar al-Khatib (Lebanon),784097948,Stub,6825000.0
20232,Iran,Abbas Ka'bi,784098349,Stub,84150000.0
20233,Spain,Jaume Matas,784100075,Stub,47635000.0
20234,Turkey,Şenkal Atasagun,784104454,Stub,83737000.0
20235,Turkey,Sönmez Köksal,784104528,Stub,83737000.0
20236,Germany,Max Stadler,784104827,Stub,83300000.0
20237,Malta,Silvio Schembri,784104870,Start,522000.0
20238,Netherlands,Jan Bernd Bicker,784109385,Start,17467000.0
20239,Austria,Grete Rehor,784112109,Stub,8914000.0
20240,Syria,Abd al-Razzaq al-Dandashi,784112344,Start,19398000.0
20241,Ghana,Benito Owusu Bio,784113912,Stub,31073000.0
